cust_id,dev_id,device_name,line,released,dob,postcode,sex,pronouns,emoji_modifier,age
008190d5-ba8a-46aa-8f30-d1a0ddf2add7,mg-2020-827,Advance,Advance,2020-08-20,1980-08-09,H4L4X1,Female,she/her,NA,41
008991d9-eacf-4c31-b848-430ce645838d,mg-2020-827,Advance,Advance,2020-08-20,1969-05-03,M9W3Z4,Female,she/her,NA,52
008c49b0-f6be-49a6-929c-3ffe86ce0ebc,mg-2021-987,Run ON,Run,2021-12-04,1978-11-24,M4L2E3,Female,she/her,NA,43
008ccfd2-fd00-4b73-9428-5eb513193943,mg-2021-960,Advance 2,Advance,2021-07-08,1977-04-21,M8X1Z4,Male,he/him,NA,44
008fc32a-2236-4929-8128-5105793a810c,mg-2021-960,Advance 2,Advance,2021-07-08,1974-03-24,M4C4H5,Female,she/her,U+1F3FB,48
0090146f-7a1b-44c4-813a-fe8430459a84,mg-2020-827,Advance,Advance,2020-08-20,1959-12-24,K2E5P6,Female,she/her,U+1F3FC,62
0090aa37-5b98-49d8-baad-cf5201a140bc,mg-2021-960,Advance 2,Advance,2021-07-08,1975-01-26,M1C3N9,Female,she/her,U+1F3FE,47
009178cd-67c2-445c-9a25-b90d8daf6290,mg-2021-987,Run ON,Run,2021-12-04,1953-10-22,T5P0A7,Female,she/her,U+1F3FB,68
009ab4e0-2ba7-4b76-b70e-467d9d4c3fbc,mg-2019-560,Run 875 X,Run,2019-09-12,1951-10-05,M1V3A9,Female,she/her,U+1F3FF,70
00aa2c3f-8382-444b-99a4-c7fd95b6b2ed,mg-2021-987,Run ON,Run,2021-12-04,1981-11-21,L7E4V7,Male,he/him,U+1F3FB,40
00ad8a79-061a-4348-bf79-4b895b21dce3,mg-2021-960,Advance 2,Advance,2021-07-08,1984-11-30,M5P3B9,Male,he/him,U+1F3FB,37
00b472f4-4f6f-4289-b017-f4d46f338b67,mg-2020-658,Active Alpha,Active,2020-12-30,1999-07-03,M4G3N6,Female,she/her,U+1F3FE,22
00c1f4a8-3677-425c-9f29-3d3f7df8fdba,mg-2020-909,Run BE,Run,2020-11-20,1987-07-17,M5J2C5,Female,she/her,NA,34
00c553c8-c205-46f1-83c5-63e815a854a1,mg-2020-827,Advance,Advance,2020-08-20,1959-02-24,H2P2G2,Male,he/him,U+1F3FC,63
00c8d836-d508-48ea-be51-7b2cae61c6e7,mg-2021-987,Run ON,Run,2021-12-04,1950-09-07,H7L4G8,Female,she/her,U+1F3FE,71
00c9e8d2-72bf-4cc8-b7f3-6da734c4a98d,mg-2020-909,Run BE,Run,2020-11-20,1967-11-02,T3J5K5,Female,she/her,NA,54
00cec183-05e1-46ae-b483-58ab1da1593e,mg-2020-909,Run BE,Run,2020-11-20,1974-02-19,H1E5L6,Female,she/her,U+1F3FE,48
00d7060a-b551-4cd3-b72f-15b29e116856,mg-2021-960,Advance 2,Advance,2021-07-08,2003-10-02,K1L7R3,Female,she/her,U+1F3FB,18
00e0f6d1-718e-46b5-b1b3-cd1d85baef41,mg-2019-517,Run 875,Run,2019-09-12,1964-12-06,L3T2B2,Female,she/her,U+1F3FB,57
00e806e1-9c3d-4ebe-95a3-0004fd656d2c,mg-2021-960,Advance 2,Advance,2021-07-08,1966-05-02,H1S1B9,Female,she/her,U+1F3FF,55
00eaaa73-274e-4c6a-b0e7-7c1e4bb43cde,mg-2021-987,Run ON,Run,2021-12-04,2001-08-06,K2C0A4,Female,she/her,U+1F3FC,20
00ead26a-e387-4664-941f-5364b23a4b39,mg-2020-909,Run BE,Run,2020-11-20,1995-05-08,M5M2P8,Male,he/him,U+1F3FD,26
00eb3699-1fd0-4ab8-9ca9-0172d56a4750,mg-2021-960,Advance 2,Advance,2021-07-08,1958-02-28,H2K1N2,Female,she/her,U+1F3FF,64
00f14d97-6909-47fe-9a9e-e7c40bd6fda8,mg-2021-960,Advance 2,Advance,2021-07-08,1951-05-15,K2M1E7,Female,she/her,NA,70
00f4c151-7fc0-48f1-80ab-280c9a0e2df2,mg-2021-960,Advance 2,Advance,2021-07-08,1956-01-24,M2N1P9,Intersex,he/him,U+1F3FE,66
00f757ac-5190-4da6-80a5-d0c2edbcdb7c,mg-2020-658,Active Alpha,Active,2020-12-30,1994-01-08,M8Y0A7,Female,she/her,NA,28
00f7ecb6-ee26-48d9-ab4b-ac65f547b7eb,mg-2021-987,Run ON,Run,2021-12-04,1984-08-02,B2S3G3,Female,she/her,U+1F3FD,37
00f7fd7d-8d9f-42c3-a19b-99dd6433802a,mg-2021-987,Run ON,Run,2021-12-04,1975-11-14,K1G3R7,Male,he/him,NA,46
00f80756-0992-4684-b856-15add26e88d9,mg-2020-827,Advance,Advance,2020-08-20,1993-10-21,M6G2Y9,Female,she/her,U+1F3FF,28
00fd8c5b-4be6-4d91-9f7a-c35228f0f0dc,mg-2019-517,Run 875,Run,2019-09-12,1983-03-31,M2M2R6,Male,he/him,NA,39
00fde0c8-564f-4a1a-ba94-047a0884acdb,mg-2021-960,Advance 2,Advance,2021-07-08,2000-03-26,G2L3A5,Female,she/her,NA,22
00ff4a51-dc53-4a6f-b6fc-abef9d29c1f8,mg-2020-909,Run BE,Run,2020-11-20,1943-12-19,L5T1S6,Female,she/her,U+1F3FB,78
00ff6ebe-4114-447e-97cb-e179e4a6388c,mg-2021-960,Advance 2,Advance,2021-07-08,1975-01-23,L3Y2M8,Male,he/him,NA,47
01044d19-86e8-48e3-a757-1495b4c178ea,mg-2021-987,Run ON,Run,2021-12-04,1962-08-15,H4L4P5,Female,she/her,U+1F3FE,59
0107b011-d7d6-4a40-9c19-d7c9952e59ce,mg-2020-909,Run BE,Run,2020-11-20,1968-12-02,M9A1N1,Male,he/him,U+1F3FE,53
010879b0-2fd4-4eef-ac73-581cea795909,mg-2020-909,Run BE,Run,2020-11-20,1986-01-14,M3H5P7,Male,he/him,NA,36
011029ed-6866-4142-a75c-c040028a92f4,mg-2021-960,Advance 2,Advance,2021-07-08,1980-11-17,M6E2W9,Male,he/him,NA,41
0110bdd5-1093-420c-bcd4-01b34cffaa87,mg-2021-960,Advance 2,Advance,2021-07-08,1944-05-25,M5E1G5,Female,she/her,U+1F3FF,77
01123fe1-5479-450e-969d-d919d4652783,mg-2021-960,Advance 2,Advance,2021-07-08,1972-02-16,H4B2T5,Female,she/her,U+1F3FF,50
0115824c-3803-42d0-ba45-ae64d5ac79e7,mg-2021-960,Advance 2,Advance,2021-07-08,1963-11-28,T2N1X4,Female,she/her,U+1F3FC,58
011da98d-ca3b-44c8-8ac2-752ed455b220,mg-2020-909,Run BE,Run,2020-11-20,1994-03-10,M6K2A7,Male,he/him,NA,28
011f05be-0995-45f7-bc09-bb6eafee6486,mg-2020-658,Active Alpha,Active,2020-12-30,1998-07-18,R2G4H6,Female,she/her,U+1F3FB,23
0123dea3-e130-4d7d-8c92-6fcd6d9e7135,mg-2021-987,Run ON,Run,2021-12-04,1984-06-24,K1B4Y2,Male,he/him,U+1F3FD,37
01246ca0-edd7-47b7-a5b0-77aa96988cc3,mg-2020-658,Active Alpha,Active,2020-12-30,1996-12-24,M6M3L7,Male,he/him,U+1F3FB,25
0127f7aa-15a8-4943-8776-931f9ae670d7,mg-2020-909,Run BE,Run,2020-11-20,1974-08-12,M9A0B6,Female,she/her,U+1F3FC,47
01280145-f01d-4994-bfae-ece5ec5b740d,mg-2021-960,Advance 2,Advance,2021-07-08,1975-06-09,K1V6W2,Female,she/her,NA,46
012fbf60-f1da-4426-adbe-7bb5795d9cc4,mg-2021-987,Run ON,Run,2021-12-04,1975-05-08,L7P1S2,Female,she/her,U+1F3FC,46
01361173-9c26-4b7b-b936-48682d18322e,mg-2021-987,Run ON,Run,2021-12-04,1974-07-20,M2J4X5,Male,he/him,U+1F3FE,47
0139f568-60a3-469f-8db2-b2d9fda916c0,mg-2018-239,iDOL,iDOL,2018-08-24,1989-02-03,H4G2P1,Female,she/her,U+1F3FF,33
013e7990-957c-481c-a8bc-c64e8aa22333,mg-2021-987,Run ON,Run,2021-12-04,1980-11-13,G2B3N7,Female,she/her,NA,41
0148838e-47e3-44b6-8bea-338d514faf99,mg-2021-960,Advance 2,Advance,2021-07-08,1977-11-27,M1V3S6,Male,he/him,NA,44
0149738f-7395-42b2-8a00-4fbfd5127eaf,mg-2021-960,Advance 2,Advance,2021-07-08,1953-04-07,G1X4M5,Female,she/her,U+1F3FE,69
014dc529-000f-4633-ae60-c03b980b8432,mg-2021-960,Advance 2,Advance,2021-07-08,1971-08-18,K1K2Y1,Male,he/him,U+1F3FD,50
014e8180-94c3-40ca-9c5e-5c6b6dd6e3d7,mg-2020-909,Run BE,Run,2020-11-20,1988-02-13,M9W4N9,Female,she/her,U+1F3FD,34
014ff45c-87c4-43d3-868b-f0820eb9eabd,mg-2021-960,Advance 2,Advance,2021-07-08,1950-05-22,T3B2K1,Female,she/her,U+1F3FB,71
0159323e-032d-41a3-958d-4123f592547d,mg-2019-373,Active,Active,2019-10-13,2001-04-13,M4C2C9,Female,she/her,NA,20
015bd3c5-c252-4442-8cf3-554237c956d7,mg-2020-909,Run BE,Run,2020-11-20,1968-06-16,G1E6J4,Female,she/her,NA,53
01616069-b245-46b5-8056-11a5dd5c48c3,mg-2020-909,Run BE,Run,2020-11-20,1966-10-27,T6L3W1,Male,he/him,NA,55
01629819-7feb-49e6-91d0-c2f55fd11b2d,mg-2021-960,Advance 2,Advance,2021-07-08,1951-05-09,T2X3S1,Female,she/her,U+1F3FB,70
0166b7a3-fdf2-4281-a1a3-0ac15a173166,mg-2021-960,Advance 2,Advance,2021-07-08,1976-02-24,H1G3L8,Male,he/him,U+1F3FF,46
016c6718-cb98-4dff-b071-3edc37244851,mg-2020-827,Advance,Advance,2020-08-20,1952-11-17,R3J1X5,Female,she/her,U+1F3FC,69
016e02fd-ce7d-40b8-b5e5-f27cd677d913,mg-2020-658,Active Alpha,Active,2020-12-30,1940-12-05,V5R4J6,Female,she/her,U+1F3FB,81
016e5116-3504-4249-81ee-164abd553ec9,mg-2021-960,Advance 2,Advance,2021-07-08,1984-04-17,H1E6C1,Male,he/him,U+1F3FF,37
01898e1c-1a9d-465f-93ac-643a32e44027,mg-2020-909,Run BE,Run,2020-11-20,1976-10-04,H1G6M4,Female,she/her,U+1F3FB,45
01899935-77f3-4e31-adb8-aa9fdd054fa0,mg-2020-909,Run BE,Run,2020-11-20,1971-04-26,J8Z1B5,Female,she/her,U+1F3FB,50
018ca877-2802-4152-ae37-a764118a5614,mg-2021-960,Advance 2,Advance,2021-07-08,1980-01-08,H8T2G7,Female,she/her,U+1F3FD,42
0193ef43-eb34-49d2-ab00-135439434ce4,mg-2020-658,Active Alpha,Active,2020-12-30,1991-12-09,K2C3G3,Female,she/her,U+1F3FD,30
01955b20-16d7-415d-b73f-43190a523647,mg-2021-960,Advance 2,Advance,2021-07-08,1994-09-21,T3B5H5,Male,he/him,U+1F3FC,27
0199b85c-82bd-4b30-b192-53b54d5ca73f,mg-2021-960,Advance 2,Advance,2021-07-08,1988-10-26,M2R3K1,Female,she/her,U+1F3FF,33
019b3607-8c95-49f6-9f6b-7b592ff908c8,mg-2021-987,Run ON,Run,2021-12-04,1947-02-26,T5Z3E2,Female,she/her,U+1F3FC,75
01a4fbc7-6088-44bd-a782-a21b7e8e3385,mg-2021-960,Advance 2,Advance,2021-07-08,1996-06-28,H3C0E8,Female,she/her,U+1F3FE,25
01a7b2bc-7c67-428c-a6bb-e9313bbd7b50,mg-2020-827,Advance,Advance,2020-08-20,1981-11-14,M3M1K5,Female,she/her,NA,40
01abc124-dd7a-4d8c-a192-f5da75d06e4a,mg-2020-827,Advance,Advance,2020-08-20,1932-08-22,T6C1Y1,Female,they/them,U+1F3FC,89
01b1cb11-6438-4eea-82c4-ab2057b4d9f4,mg-2020-827,Advance,Advance,2020-08-20,1970-07-13,L2T0A7,Female,she/her,U+1F3FD,51
01b93a46-df2b-4a56-af39-e5eee50bbb09,mg-2021-960,Advance 2,Advance,2021-07-08,1946-11-12,L6H0W9,Male,he/him,NA,75
01bb0d0c-43fc-4f7a-88ec-70944702c3f2,mg-2021-987,Run ON,Run,2021-12-04,1998-07-04,M3M1R7,Female,she/her,U+1F3FF,23
01bf51b5-d454-455f-9a5b-a3d0f7a2fc37,mg-2021-960,Advance 2,Advance,2021-07-08,1957-09-21,M9M2B3,Female,she/her,U+1F3FE,64
01c01ca9-0330-4ec8-97b8-46b803abdb0b,mg-2020-658,Active Alpha,Active,2020-12-30,1966-12-16,L8K4K1,Male,he/him,NA,55
01cc4baf-f407-4813-ae06-3e15f2946d8c,mg-2019-517,Run 875,Run,2019-09-12,1982-11-13,L6S4C7,Male,he/him,NA,39
01cdf078-8ef6-4d08-8531-682401873c7b,mg-2020-909,Run BE,Run,2020-11-20,1969-08-05,R3E1G6,Female,she/her,U+1F3FD,52
01cf0ec1-7a42-4920-87fd-d4889c25cc19,mg-2020-827,Advance,Advance,2020-08-20,1973-11-02,T3G1Z3,Female,she/her,U+1F3FC,48
01d38747-48fb-4df5-bc2b-57c769a796fc,mg-2021-960,Advance 2,Advance,2021-07-08,1989-09-01,R3C2N2,Female,she/her,U+1F3FD,32
01d46c2e-4a32-46e4-bd92-98bbf16c70ad,mg-2021-960,Advance 2,Advance,2021-07-08,1961-05-11,M1P1R4,Female,she/her,U+1F3FD,60
01d8a19f-06b5-4780-94a5-b433a4d315d1,mg-2021-987,Run ON,Run,2021-12-04,1962-10-19,M2N1L5,Male,he/him,NA,59
01d910e8-320c-4166-9d97-efab514591d2,mg-2020-658,Active Alpha,Active,2020-12-30,1936-09-26,M6C3J8,Female,she/her,U+1F3FE,85
01d91c55-5fa4-4dc7-b11f-e9826bb5da16,mg-2021-960,Advance 2,Advance,2021-07-08,1995-11-21,J7C2P7,Male,he/him,U+1F3FD,26
01e0ea25-fb44-4e5f-ad12-b9dd1f4adfe1,mg-2021-960,Advance 2,Advance,2021-07-08,1981-10-29,M5R2P7,Female,she/her,U+1F3FF,40
01e59f19-851b-4aac-810e-5ad1b039a897,mg-2021-987,Run ON,Run,2021-12-04,1980-09-26,B3M3C7,Male,he/him,U+1F3FD,41
01e77d41-5ab4-48c5-bae1-3eec95cceab9,mg-2020-658,Active Alpha,Active,2020-12-30,1952-12-18,G1H6J2,Male,he/him,U+1F3FF,69
01e7a0b6-3588-4d3e-a668-2ade81911ec2,mg-2020-909,Run BE,Run,2020-11-20,1970-10-25,R2K0B9,Male,he/him,U+1F3FD,51
01e86f4d-a3e8-4cf7-813c-c28b736a1b90,mg-2021-960,Advance 2,Advance,2021-07-08,1952-05-03,M1S3J4,Female,she/her,NA,69
01ebbf05-a5da-4638-bd24-23c4ce9aa596,mg-2020-909,Run BE,Run,2020-11-20,1995-01-09,T2B1X6,Male,he/him,U+1F3FC,27
01ece9d7-6599-4bad-9bd4-97142233b503,mg-2020-909,Run BE,Run,2020-11-20,1992-12-12,L3R2K8,Female,she/her,U+1F3FD,29
01f4a927-9740-48ec-b466-0522eb0735cf,mg-2020-827,Advance,Advance,2020-08-20,1957-09-10,G6C0E4,Male,he/him,U+1F3FC,64
01f547e5-96ac-47a6-b776-771e1a38335b,mg-2021-960,Advance 2,Advance,2021-07-08,1981-11-01,H1G2M4,Male,he/him,U+1F3FD,40
01f97282-5393-4244-830f-a7c5187caaf9,mg-2020-909,Run BE,Run,2020-11-20,1975-06-18,B3P2L2,Female,she/her,U+1F3FD,46
01fc122b-555e-4290-9e4a-339cdfddccac,mg-2020-909,Run BE,Run,2020-11-20,1952-07-26,M1N1B8,Female,she/her,U+1F3FB,69
01fd36d5-6ca0-451a-9a4d-5fba648638c4,mg-2020-909,Run BE,Run,2020-11-20,1965-11-03,L5A4G1,Female,she/her,U+1F3FD,56
01fff3d1-ba04-4b7a-826a-98cac994554a,mg-2021-960,Advance 2,Advance,2021-07-08,1964-02-24,R3B0R9,Female,she/her,U+1F3FD,58
020109cc-63c3-434a-a9db-5ac194218c36,mg-2020-909,Run BE,Run,2020-11-20,1959-10-07,V9L4W6,Intersex,he/him,U+1F3FB,62
020f6aef-ce4b-47e6-b8c1-0eb2458cc87b,mg-2021-987,Run ON,Run,2021-12-04,1953-11-18,T2H2J1,Female,she/her,U+1F3FB,68
020fb746-9fdd-470a-8b76-fbb755205557,mg-2020-909,Run BE,Run,2020-11-20,1978-01-18,V6X2M4,Female,she/her,U+1F3FD,44
020fc5fa-9a35-4caa-b45d-eb3f4eff4934,mg-2021-960,Advance 2,Advance,2021-07-08,1987-08-25,M9L2S2,Male,he/him,U+1F3FD,34
0211971c-912a-4fd8-80b6-c83b0077c072,mg-2021-960,Advance 2,Advance,2021-07-08,1997-11-01,M9B4J5,Female,she/her,U+1F3FB,24
02139316-ebba-4f26-8ac5-e5ce915d57ac,mg-2021-960,Advance 2,Advance,2021-07-08,1972-02-19,K1T3A9,Female,she/her,NA,50
0215b33a-9dc4-4585-9bf3-afcd11caffdc,mg-2020-658,Active Alpha,Active,2020-12-30,1993-05-22,M4L3B5,Female,she/her,NA,28
02167268-aa8d-4ca1-beec-cac318d02f83,mg-2021-987,Run ON,Run,2021-12-04,1933-05-26,R2Y0H3,Female,she/her,NA,88
021a63bf-a1cb-4cfd-b548-bc554547ce31,mg-2021-987,Run ON,Run,2021-12-04,1984-11-01,V5R2K8,Male,he/him,U+1F3FC,37
021bb8fc-1045-429a-b9c2-66fd4f055a9c,mg-2020-827,Advance,Advance,2020-08-20,1953-05-25,M1J1A8,Female,she/her,U+1F3FE,68
02244954-2976-4e18-925b-b87225c09610,mg-2020-909,Run BE,Run,2020-11-20,1992-04-17,M4J1S5,Male,he/him,U+1F3FE,29
02275d45-c351-4809-a56f-b25dc1198566,mg-2020-909,Run BE,Run,2020-11-20,1964-08-08,T2E8G8,Male,he/him,NA,57
0227c064-b4f2-4e1f-96d7-331a5504feb7,mg-2020-909,Run BE,Run,2020-11-20,1983-12-06,T2W3C3,Male,he/him,U+1F3FC,38
022effa5-28dc-4bf2-876c-83631ccde24c,mg-2021-960,Advance 2,Advance,2021-07-08,1963-01-31,M8Y3L2,Female,she/her,U+1F3FE,59
02313641-6598-468a-9775-51530839ac01,mg-2021-987,Run ON,Run,2021-12-04,1990-07-19,H3H1T8,Male,he/him,U+1F3FE,31
0233a3dd-0d74-4262-855c-870b5ec118b5,mg-2020-909,Run BE,Run,2020-11-20,2002-09-05,T2G1R7,Male,he/him,U+1F3FC,19
0235f723-aee3-419f-a92f-fa1b1e4982c2,mg-2020-658,Active Alpha,Active,2020-12-30,1958-01-27,V5K1T1,Female,she/her,NA,64
0239b4c3-fed2-463f-82e7-b72780d9df12,mg-2021-960,Advance 2,Advance,2021-07-08,1976-12-21,M6C3S1,Female,she/her,U+1F3FC,45
023be076-1523-4757-b30b-65d1b4d46149,mg-2021-987,Run ON,Run,2021-12-04,1977-06-12,T6H5W3,Male,he/him,U+1F3FB,44
023eef21-475f-4b66-9e69-2dad0f2dbea9,mg-2019-373,Active,Active,2019-10-13,1959-08-01,T3M1A2,Female,she/her,U+1F3FF,62
02400f50-df45-4651-a151-666fd3cb3276,mg-2021-960,Advance 2,Advance,2021-07-08,1946-08-25,T2E2T3,Male,he/him,U+1F3FC,75
02418821-96af-4550-a770-fd0e181f80cf,mg-2021-960,Advance 2,Advance,2021-07-08,1961-11-11,M4E3P7,Male,he/him,NA,60
024b6828-a05a-4e77-af0a-fa3a325856d1,mg-2021-960,Advance 2,Advance,2021-07-08,1936-08-22,T2E3S9,Female,she/her,U+1F3FB,85
